# Fix print output for fix output
3385000 0.000217863    0.0142921 0.00101709
3386000 -0.000333758    -0.0045918 -0.00102365
3387000 0.000296857    0.0213946 0.000643916
3388000 -0.000416768    -0.00630416 -0.000477823
3389000 0.000193972    0.00982748 0.000852557
3390000 -0.000566577    0.0190653 0.000317443
3391000 0.000310635    -0.00075807 -0.000931806
3392000 -0.000393755    0.000884103 -0.000556942
3393000 -0.000279154    0.025356 0.000356568
3394000 0.00123005    -0.000879418 -0.00028667
3395000 0.000155068    0.00429393 0.00493125
3396000 0.000311779    -0.00482617 0.00105982
3397000 -0.00061756    0.00889365 -0.00203252
3398000 0.000268409    0.0188859 -0.00108703
3399000 0.000140589    0.00713864 0.000715249
3400000 7.14365e-05    -0.00779699 -0.000806849
3401000 -0.000405043    0.0146279 -0.000250499
3402000 -0.000207619    0.0190968 0.000146059
3403000 -0.000611181    0.014217 0.00119456
3404000 -0.00029164    0.0032877 7.9041e-05
3405000 -0.000111504    0.0024434 0.000245164
3406000 -0.000286849    0.00445153 -0.000219276
3407000 -0.000306503    -5.21804e-05 0.000672985
3408000 -0.000650663    0.0249469 -0.00217434
3409000 0.000345246    0.00680807 0.000663151
3410000 -0.000142955    0.00952991 -0.000669463
3411000 0.000702789    0.0109584 -0.000541819
3412000 0.000534972    -0.00234439 0.000216808
3413000 -0.000119104    0.00475616 0.000128079
3414000 -6.60286e-05    0.025342 0.000208122
3415000 0.000549653    -0.000808534 -0.00138942
3416000 8.25956e-05    0.00690206 0.00100833
3417000 -0.000609412    0.00210828 8.60594e-05
3418000 0.000104902    0.0153371 0.000500734
3419000 -0.000805896    0.013983 7.21624e-06
3420000 -0.00102171    -0.00162487 -0.000722015
3421000 0.000327678    0.0151931 -0.000629971
3422000 -0.000590846    0.00974353 -0.000553133
3423000 4.71808e-05    0.0027304 0.000792541
3424000 -0.00122958    -0.00464328 0.000792007
3425000 0.000352454    0.00343069 0.000957412
3426000 -5.52235e-05    0.00795138 -0.000851815
3427000 -0.00029732    0.00264189 -4.54126e-05
3428000 -0.000221632    0.0207499 0.0012569
3429000 -0.000713725    0.0137832 -0.00176843
3430000 0.000637741    -0.0102418 -0.000988917
3431000 -0.00129824    0.00708609 -0.000773729
3432000 -0.000608916    -0.00261518 -0.00205651
3433000 0.00058004    -0.00254731 -0.000991956
3434000 -0.000993083    -0.00119653 0.000914168
3435000 0.000362806    0.0123355 0.000630763
3436000 -0.000373022    -0.000361613 0.000567355
3437000 -0.00140604    0.00174356 0.000130158
3438000 0.00127094    0.0121187 -0.00262563
3439000 -0.000736822    -0.00475961 -0.00137479
3440000 0.00106753    0.00530433 0.00010562
3441000 0.000709935    0.00162849 0.000559869
3442000 2.69519e-07    0.0023833 -0.00206884
3443000 0.000317011    -0.00175521 0.000902694
3444000 -0.000321669    -0.000558681 0.000879552
3445000 -0.000139105    0.0207925 -4.45417e-05
3446000 -0.000385123    0.00474383 4.98254e-05
3447000 0.00102226    -0.00528552 0.000263893
3448000 0.000664008    0.00181979 4.06782e-05
3449000 -0.00010035    -0.00186475 0.000630732
3450000 0.000320599    0.000472617 0.0014974
3451000 -0.000377739    0.00429787 0.000881558
3452000 0.000494656    0.000283805 -0.000315493
3453000 -0.000377533    0.0185426 0.000535563
3454000 0.000153917    0.00063455 0.000459017
3455000 0.000336717    0.000998006 0.00014004
3456000 -0.000355403    -0.000521859 3.89529e-05
3457000 0.00024558    0.0121122 -0.00105394
3458000 -7.81158e-06    0.000185986 0.000286435
3459000 0.000118334    0.000257423 0.000967464
3460000 -0.000421846    0.00428786 -0.00102475
3461000 -0.00106206    0.00294984 0.00102751
3462000 -0.000722398    6.12178e-06 -0.000892782
3463000 -0.000679106    0.00347148 -0.000102057
3464000 -0.000814452    -0.00479706 0.000425674
3465000 0.000681998    0.00691642 -0.0011103
3466000 0.000231042    -7.12157e-06 7.73237e-06
3467000 -0.000579647    -0.00375972 -0.00160826
3468000 -0.000542001    -0.0057084 -0.00149663
3469000 -0.000674786    0.00680395 -0.00111831
3470000 0.000924755    0.00997797 -0.000242422
3471000 -0.00065284    -0.00190949 -0.000149919
3472000 0.000477443    -0.00198165 0.000132279
3473000 0.000116305    -0.00178044 -0.000210699
3474000 -0.000193328    0.00156124 3.16833e-05
3475000 -8.97946e-05    -0.00180697 0.00112447
3476000 0.000162274    -0.00559624 0.000868621
3477000 0.000119898    -0.00611214 0.000238608
3478000 0.000149719    -0.000818634 0.000894929
3479000 -0.000433479    0.000534576 0.00115165
3480000 4.07101e-05    -0.000518263 -0.000821188
3481000 -0.000439452    -0.00174153 0.000798037
3482000 -0.000986821    -0.00535656 0.000795881
3483000 6.51429e-05    -0.00112818 -0.000183084
3484000 0.000550033    0.00143951 -0.00151628
3485000 -9.50854e-05    0.00386365 0.00107888
3486000 -0.000236121    -0.00506023 -0.00129012
3487000 0.00033323    0.0118202 -8.76106e-05
3488000 0.000969284    0.00134105 -0.00107094
3489000 9.32596e-05    -0.00140214 -0.000741781
3490000 -0.000196238    -0.00217738 0.00174371
3491000 8.07377e-05    -4.37009e-05 0.000501918
3492000 -0.000321953    0.00103684 5.39655e-05
3493000 0.000243241    0.000889898 0.000527925
3494000 -0.000182414    -0.00204689 0.000797601
3495000 8.79542e-05    -0.001334 -0.00065681
3496000 0.000304264    -0.00113483 5.38079e-05
3497000 -8.91243e-05    -0.00359798 0.00103576
3498000 8.19948e-05    -0.00095265 0.000147429
3499000 -0.000121791    0.00104551 0.000177746
3500000 -8.34084e-05    -0.000587029 -0.000651577
3501000 -0.000752474    0.000296187 -1.16008e-05
3502000 -0.000501588    3.44215e-05 0.0011095
3503000 0.000412513    0.00209897 -0.00214046
3504000 0.000324116    0.00350092 4.46382e-05
3505000 3.76047e-05    0.00311214 0.000440097
3506000 0.000607248    -0.000428411 3.63268e-06
3507000 0.000214309    -0.00167137 -0.00020641
3508000 0.000604939    0.00253952 -0.000582772
3509000 -0.000344859    -0.00579945 -0.000792896
3510000 -0.00148952    1.8288e-05 -0.000448962
3511000 0.000998334    0.000508394 -0.00198584
3512000 -0.000485808    0.0071888 -0.000534485
3513000 -0.000364588    0.00768568 0.000854282
3514000 0.000642676    0.00255238 -0.000279865
3515000 -0.000148825    0.00258536 -0.000545519
3516000 -0.000477389    -0.00399229 -0.00029281
3517000 0.000693696    -0.00619917 0.000998589
3518000 -6.23745e-05    0.00113258 -0.000791915
3519000 0.000639853    -0.000453707 -0.000691247
3520000 0.00110766    0.000400653 -0.00240486
3521000 6.09146e-05    -0.00152721 -0.00204733
3522000 9.22948e-05    -0.000767723 0.00164266
3523000 -0.00129061    0.0121303 -0.00115264
3524000 -0.00142376    0.00570523 0.000547942
3525000 -0.00144073    0.00724613 0.000191234
3526000 0.000104702    0.0254144 -0.000635853
3527000 0.000410615    0.00921815 0.000555377
3528000 -0.000481866    -0.00310059 0.000687075
3529000 -0.000517874    0.00125489 0.00133492
3530000 0.000760262    0.0076337 0.000160042
3531000 8.73571e-05    0.0213202 -0.00134431
3532000 -0.000105869    0.00887255 0.00142088
3533000 -0.000492756    0.0106701 0.000301304
3534000 0.000472838    0.0121303 -0.00167318
3535000 3.46837e-05    0.000997777 0.00213937
3536000 -0.000506608    0.00129036 -0.000215486
3537000 0.00052629    0.00462236 -0.001709
3538000 0.000808326    0.00149859 0.00114614
3539000 0.000550653    0.0151389 0.000145227
3540000 -0.000122247    0.0016088 0.000885397
3541000 -0.000201323    -0.00182088 0.000225044
3542000 0.000935083    0.00141659 -0.000584174
3543000 0.000167351    0.00111417 -0.00108633
3544000 0.000339961    0.00579642 0.00119245
3545000 -0.000184656    0.00489471 0.000145409
3546000 0.000326611    0.00620359 0.00183611
3547000 -0.000464557    -0.000674299 -0.000691321
3548000 -0.000463397    -0.000749496 0.00181862
3549000 -0.00060956    0.012769 0.000512552
3550000 4.6293e-05    0.00602285 -0.000265951
3551000 0.000750026    -0.00335363 0.000145729
3552000 0.000289944    0.0123791 -0.00161057
3553000 -0.000580099    0.028361 -0.000234282
3554000 7.23452e-05    -0.00461204 0.000617825
3555000 0.000950771    -0.000200886 0.000173152
3556000 -0.00133515    4.91837e-05 -0.000353923
3557000 0.0011059    0.00398584 -0.0010285
3558000 0.000122849    0.00248165 -0.000154819
3559000 0.000950009    0.0115157 -0.000124387
3560000 -0.000689485    0.0132004 -0.00174843
3561000 0.00063553    0.00960457 -9.35656e-05
3562000 -0.00111804    0.00689413 2.25405e-05
3563000 0.000804946    0.00987265 -0.0011202
3564000 -0.000470624    0.00159686 -0.00229367
3565000 0.000395207    0.017746 0.000741515
3566000 -0.000193328    0.0139793 0.000518565
3567000 0.000221485    -0.00211471 -0.000110092
3568000 0.000145026    -0.00156931 0.000302969
3569000 -0.00057798    -0.00147659 -0.000365876
3570000 0.000257631    0.00462519 2.48656e-05
3571000 0.000450415    0.00808091 0.000436619
3572000 -0.000451791    0.02243 -1.61397e-05
3573000 0.00197952    -0.000972355 -2.91449e-05
3574000 -0.000119726    -0.00493842 0.000940384
3575000 -0.00128088    0.00273882 -0.000504953
3576000 -0.000539477    0.0246323 -0.0010666
3577000 -0.000118469    -0.00188061 -0.000388012
3578000 -0.00221888    0.0113448 -0.000223107
3579000 0.000223138    -0.00037614 0.000971771
3580000 0.000137133    -0.000134053 0.000158918
3581000 -0.000224393    -0.0011175 0.000609086
3582000 0.000443454    0.00743618 -0.00136011
3583000 -0.000283851    0.00991986 -0.000482031
3584000 -0.000923064    0.00984805 -0.000522481
3585000 -0.000699108    0.00279275 9.64372e-05
3586000 -0.000222734    0.00292403 -0.000641554
3587000 0.00029493    -0.000676896 6.3146e-05
3588000 0.00163203    0.000807753 -0.00107809
3589000 -0.00074596    -0.00133773 -0.00122557
3590000 0.00161839    0.000374786 -0.000628113
3591000 -0.000747501    -0.00268602 0.000154294
3592000 0.00110879    0.00235602 0.00025664
3593000 -0.000189552    -0.00178653 0.000322523
3594000 -0.000543827    0.0018269 -0.00141612
3595000 0.000360296    -0.00438243 -0.000301955
3596000 0.000725027    0.00458055 0.00176321
3597000 -0.000890955    0.0175455 9.72997e-05
3598000 -5.69073e-05    -0.00266501 -0.000991164
3599000 0.000184777    0.00733174 0.00043118
3600000 -0.000186815    0.016785 -0.000870755
3601000 0.00303799    -0.00151895 0.000317813
3602000 0.000812589    -0.000952417 -0.000484521
3603000 -0.000536592    0.0134004 -0.000276398
3604000 0.000650033    0.00653299 0.000404728
3605000 -0.00282095    0.0138329 0.000597062
3606000 -0.000127931    -0.00493117 0.000944628
3607000 0.000312766    0.0100673 -0.000326801
3608000 -5.96047e-05    0.00547698 -0.0013782
3609000 0.000500808    0.0140479 9.02509e-05
3610000 -0.0012215    0.00479418 0.000943625
3611000 0.000509866    -0.000789828 0.000552533
3612000 -0.000345188    0.0100343 0.000871861
3613000 0.0012912    0.000272963 7.52966e-05
3614000 -6.135e-05    -0.00169871 -5.86917e-05
3615000 -0.00177219    0.00272815 -0.000424779
3616000 -0.000409908    0.00353636 -0.00205428
3617000 0.000279741    0.00364347 3.86838e-05
3618000 0.001373    0.00494829 0.00154636
3619000 0.000178638    0.0077213 0.00187135
3620000 -0.000277253    0.000716566 -0.000892616
3621000 1.47954e-05    -0.0014383 -0.00312035
3622000 -0.000749027    -0.00151746 0.000741786
3623000 0.000494897    -0.00206181 -0.000758423
3624000 0.000139304    -0.0049543 -0.000173435
3625000 -0.00114257    -0.001562 -0.000964886
3626000 -0.000328329    0.00406502 -0.000370647
3627000 -0.000827815    -0.00435143 -0.00061792
3628000 0.00047869    -0.00257403 -0.000573736
3629000 -4.8627e-05    -0.000164027 -0.000162298
3630000 0.000928123    0.00170088 0.000580164
3631000 -0.000421429    -0.000279889 -0.000414462
3632000 -0.000690338    0.00058432 -0.000650791
3633000 -0.00070288    0.000489792 -0.000679997
3634000 -0.000237461    0.0258192 -0.000478172
3635000 0.000528021    -0.00458894 -0.00154615
3636000 -7.927e-05    0.00594579 0.000513599
3637000 0.000406945    -0.00470325 0.000358842
3638000 7.64362e-05    -0.00579379 -0.00276814
3639000 -0.00173862    -0.00186123 3.7368e-05
3640000 0.00217592    0.00651769 -0.000379993
3641000 0.00184535    0.00684171 -0.000607606
3642000 -0.00135019    0.0178302 -0.00105888
3643000 0.000612206    0.00271545 -0.00114733
3644000 0.000667212    0.00355708 0.00149792
3645000 0.000499166    0.00271277 -0.00359966
3646000 0.00117726    0.00194684 0.00121946
3647000 0.000344599    0.00353849 -0.00036624
3648000 0.000246279    -0.00142097 6.42505e-05
3649000 6.76841e-05    0.00653467 6.69412e-05
3650000 -0.000477494    -0.00882339 1.3535e-05
3651000 0.000456882    0.00263442 -0.000156375
3652000 0.000723979    -0.00227221 0.00213648
3653000 0.000388878    -3.27721e-07 -0.00128009
3654000 0.000359795    -0.00451368 -0.000399244
3655000 -0.000492468    0.0054036 -0.000687152
3656000 -0.00085583    -0.00285346 0.00032048
3657000 7.08303e-05    -0.000756039 0.00258506
3658000 0.000136582    -0.0015295 -0.00182836
3659000 0.000354166    0.0040026 0.0010642
3660000 0.000552619    -0.00179274 0.000871633
3661000 -0.000768113    -0.000968295 -0.000945436
3662000 -3.26851e-05    9.8069e-05 7.16568e-05
3663000 -0.000203954    -0.000486649 -3.50754e-05
3664000 0.0020401    0.00261304 0.000634034
3665000 -0.000911511    -0.00506986 -0.00109568
3666000 -0.000991937    -0.000250115 0.00173124
3667000 -0.000862804    0.000812095 -0.000270062
3668000 0.000342616    0.00785293 0.0012318
3669000 -0.000217003    -0.000729919 -0.000761906
3670000 -0.000805873    0.000480467 -0.00145212
3671000 -0.000867494    -0.000406441 0.000401388
3672000 -0.00139549    0.00124527 0.00208799
3673000 0.000501317    0.0016397 0.000629975
3674000 -9.82722e-05    0.00502783 -0.000628126
3675000 -0.000481475    0.00809957 0.000726199
3676000 0.00128609    -0.0018328 0.00112256
3677000 0.00115957    -0.00125728 0.000705203
3678000 -0.00144778    0.0128593 -9.05825e-05
3679000 0.000626611    0.00457578 0.000321816
3680000 -0.00202725    -0.00306076 -0.000773991
3681000 0.000843967    0.00463677 -0.00109026
3682000 -0.000135529    0.00247063 1.87352e-05
3683000 -0.000447668    0.00284026 -0.00148929
3684000 0.000179837    0.000764395 -0.000412424
3685000 0.00039103    0.00603806 0.000738922
3686000 -0.000555661    -0.00460807 -0.001583
3687000 -0.000604409    -0.00055707 0.00235705
3688000 0.000309078    -0.0016329 -0.00320603
3689000 -0.000349295    -0.000157835 7.81699e-05
3690000 -0.000385038    0.000401042 0.000289103
3691000 -0.000151225    -0.00568433 -0.00229771
3692000 0.00030388    -0.00178047 -0.00163437
3693000 -0.000663307    -0.00486379 0.000310975
3694000 -8.80111e-05    -0.00200737 -0.0004152
3695000 0.000291182    0.00116816 0.000285045
3696000 0.000705748    -0.00107049 -0.000380174
3697000 0.000408683    -0.00117355 0.000313469
3698000 -0.00161216    -0.00047144 0.00256637
3699000 0.000116737    -0.00302491 0.00193221
3700000 0.000348105    0.000654565 0.00372016
3701000 0.00188862    0.00237019 -0.0018262
3702000 -0.000592329    0.00361618 -0.00143766
3703000 -0.00129898    0.00385867 0.00101621
3704000 -0.000818397    0.00252854 -0.00075404
3705000 0.00093306    -0.000886609 -0.00143389
3706000 0.00111801    -0.00261745 -0.000692493
3707000 3.87204e-06    -0.00318691 0.000533269
3708000 -0.00132813    -0.00129227 0.00156694
3709000 0.000275788    -0.00194606 0.00117144
3710000 -0.000585213    0.000438452 -0.00134093
3711000 -0.00096652    0.00114354 0.00136225
3712000 -6.02847e-05    0.000670828 -0.000761423
3713000 -0.000354314    -0.00133136 -0.00175729
3714000 -0.000768337    0.00499971 0.000977907
3715000 0.000428471    0.00360129 -0.000114481
3716000 -0.000827923    -0.000468036 0.00137812
3717000 0.000165527    0.000243541 -0.00170134
3718000 0.000281174    0.0024448 0.000283182
3719000 -0.000578485    0.00619523 0.000209542
3720000 0.0018433    -0.00167348 4.48413e-06
3721000 -0.000230999    0.000862775 0.000754898
3722000 0.000147636    0.00060384 0.00181609
3723000 -7.16114e-05    -0.00170868 0.000513054
3724000 0.000569715    -0.00265227 0.000316262
3725000 0.00136738    -0.000383758 -0.000125984
3726000 -0.00137832    -0.000806534 0.000669189
3727000 0.00139517    0.000933498 -0.00170445
3728000 -0.000880045    0.000135324 -0.000905613
3729000 -0.000779457    8.36304e-05 0.00121394
3730000 -0.00123362    0.00170662 0.00176303
3731000 0.000819653    0.0138694 -0.00108997
3732000 -0.0014632    -0.000543118 -0.0025016
3733000 -0.00014703    -0.00154458 0.0018191
3734000 0.000713439    -0.000612052 -0.000318076
3735000 0.00161074    0.000537459 0.000129883
3736000 5.90424e-05    0.0034772 -0.000848527
3737000 -0.000529174    -0.00124118 0.00124377
3738000 -0.00100156    0.000997945 0.00129037
3739000 -0.000919923    0.00137867 -0.00172764
3740000 -0.000977457    -0.00201202 -0.00157481
3741000 -0.000334553    0.00219839 -0.00052666
3742000 -0.000364274    0.00200696 -0.00061949
3743000 0.000608811    0.000666775 0.00074256
3744000 1.42536e-05    0.00123388 -0.000558503
3745000 -0.00142829    0.000660487 -0.00229836
3746000 -0.000670223    -0.00438235 -0.00175915
3747000 -0.00139275    -0.00224104 0.00124717
3748000 -0.000649617    0.000900067 0.00145137
3749000 -0.000307553    0.00087456 -7.80918e-05
3750000 -0.000346321    -0.000536457 0.00168326
3751000 -0.000213154    0.00248405 0.000597975
3752000 0.000606533    -0.00189701 0.000433762
3753000 0.000215904    -0.00174666 0.000296639
3754000 0.000516053    -0.000578742 -0.00088265
3755000 -0.000172017    0.000704944 0.000380484
3756000 0.000891314    0.00292988 -0.00124397
3757000 0.00067918    0.000873119 -0.0017446
3758000 -0.00278352    0.00334184 0.00202906
3759000 -0.00449239    -0.00350125 -0.000308724
3760000 -0.00042406    0.00208433 -0.000961536
3761000 -0.000527798    0.00124882 0.000387231
3762000 -9.39515e-05    -0.00462873 -0.00178647
3763000 -0.00081261    0.013327 -0.000551218
3764000 0.00107439    -0.00159996 -0.000759652
3765000 -0.00170303    0.00511396 3.68834e-05
3766000 -0.000820834    -0.000222808 0.00202363
3767000 -1.7718e-05    0.00219609 -0.00135331
3768000 0.000747098    0.00589062 -0.000481126
3769000 -0.000713759    0.00758593 0.00115045
3770000 0.000365849    -0.00864178 0.00195106
3771000 -0.000621833    0.00373809 0.00372051
3772000 -0.000435072    -0.00509759 0.0010081
3773000 -0.000273046    0.00632116 0.000611795
3774000 -0.000178422    0.022542 -6.84842e-05
3775000 0.00352494    0.00584641 0.00401533
3776000 -0.00256741    -0.000350314 0.00323666
3777000 7.23885e-05    0.00775439 0.00229855
3778000 -0.000126005    0.00863275 -0.00199965
3779000 0.000872306    -0.00116528 0.00134355
3780000 -0.00126179    0.00185415 -0.00297247
3781000 -0.00170374    0.000367451 0.00176469
3782000 -0.000350176    0.00122741 -1.89406e-05
3783000 3.6193e-06    0.00845516 0.0107105
3784000 -0.000876884    0.00314681 -0.000633712
3785000 0.000536749    -0.00172367 -0.00385619
3786000 -0.000827555    -0.00829294 0.000328491
3787000 0.000466572    0.00397791 -0.00296067
3788000 -0.000431357    0.00460705 0.00400033
3789000 0.00104262    0.00510255 0.00173221
3790000 -0.00148582    0.00347996 0.00520075
3791000 -0.000382485    0.000258604 -6.56216e-05
3792000 0.00183154    -0.00412115 -0.000889058
3793000 0.000932129    0.00313853 0.00263127
3794000 0.000590672    0.0148469 -0.00186747
3795000 -0.00046565    0.0162202 -0.000554439
3796000 -0.00119828    0.0256198 -0.00576243
3797000 -0.000195871    0.0127002 -0.00657747
3798000 -3.8979e-05    -0.00220984 -0.00145154
3799000 0.00187333    -0.00300105 -3.03464e-05
3800000 0.000492458    -0.00615866 0.0224648
3801000 0.000127089    0.00799933 0.0173314
3802000 -0.000617857    0.0244225 0.0139582
3803000 0.00188443    0.0107632 0.00129445
3804000 -0.000312888    0.0141993 0.00796763
3805000 0.000874086    0.00281067 -0.00566372
3806000 0.00172803    0.00873147 0.000190125
3807000 0.0002111    0.00226066 0.00173361
3808000 0.00032156    0.00582011 0.000576719
3809000 0.000770858    0.0170846 0.00381844
3810000 -0.0014405    0.000121988 0.0187522
3811000 -8.10949e-05    0.0144057 0.00471055
3812000 -0.00143298    0.00469509 0.0281822
3813000 -0.000174584    0.00336753 -0.0045045
3814000 -0.000739893    0.00420505 0.00838073
3815000 0.00113659    0.00394945 0.00388991
3816000 0.000448828    0.026831 0.00221614
3817000 0.0104077    -0.00742255 0.00643167
3818000 0.000435424    0.00181811 -0.000817457
3819000 0.00107768    0.0089297 0.00400223
3820000 -0.000330625    0.0010648 -0.00173761
3821000 -0.000828453    -0.00537233 0.0172254
3822000 -0.00183615    0.00721996 0.0090207
3823000 0.000216995    0.00446939 0.00122925
3824000 0.00218654    -0.000196347 0.00357452
3825000 -0.000780946    -0.00230025 0.0192519
3826000 -0.000606732    -0.00439533 0.00335706
3827000 0.000661119    0.00994234 0.00741437
3828000 -8.39715e-05    0.00501583 0.0105629
3829000 0.000225954    -0.00219707 -0.000917106
3830000 0.000355506    0.0101193 0.00621839
3831000 -0.0015442    0.0073867 0.0190448
3832000 0.00133044    0.00166575 -0.00350522
3833000 7.63097e-05    0.00422086 0.0193477
3834000 0.00163973    0.00471426 0.00710693
3835000 0.00027591    0.00124344 0.0100422
3836000 -0.000975397    0.0190856 0.00430027
3837000 -0.000278306    0.014732 -0.00208312
3838000 -0.000913468    0.000930404 0.0101446
3839000 -0.00109029    0.00920939 0.00651647
3840000 -0.000863569    0.00879962 0.00531167
3841000 0.00102154    0.0193528 -0.00765065
3842000 -0.00252654    0.000749772 0.0218742
3843000 -0.000552498    0.0173472 0.013884
3844000 -0.00143967    -0.00193366 0.00366831
3845000 -0.00202493    0.00324054 0.00174927
3846000 -0.00143937    0.000728299 -0.014797
3847000 0.000281578    0.000375778 0.00594639
3848000 -0.000932941    -0.000575081 0.00107222
3849000 0.00127835    -0.00186172 0.0236926
3850000 0.00162355    0.00420472 0.0118399
3851000 -0.00130279    -0.00306863 0.00412273
3852000 -7.02272e-05    -0.00133976 0.00289731
3853000 0.000263844    -8.31924e-05 0.00309658
3854000 0.00100582    0.00515079 0.00873385
3855000 -0.00093757    -0.000106587 0.00162501
3856000 0.0012271    0.00311072 0.0115156
3857000 0.000932423    -0.000384086 0.00674946
3858000 -0.00173615    0.00359855 -0.00696946
3859000 -0.00205173    -0.000774901 0.00959159
3860000 -0.00096706    0.00433626 0.0181296
3861000 0.000799339    0.0012391 0.00282674
3862000 -0.00236577    0.000529349 0.00300869
3863000 0.00102673    -0.000374233 -0.000265463
3864000 -0.00168873    -0.000632587 0.0216094
3865000 0.00140164    0.00212605 0.01986
3866000 -0.000255863    -0.00204618 0.00592418
3867000 0.0011753    0.00190265 0.00697628
3868000 0.00163364    0.00219766 0.0257406
3869000 -0.000543771    0.00232787 0.013087
3870000 0.000460205    -0.00444106 0.00385837
3871000 -0.00101285    -0.00423359 0.00880405
3872000 -0.000125254    -0.00106644 0.00127081
3873000 0.00361893    0.00140914 -0.000591817
3874000 0.000427115    -0.00345725 0.00672849
3875000 -0.000107885    -0.00576396 -0.00374789
3876000 0.00206681    -0.00380828 0.0117634
3877000 0.00142572    -0.00191712 0.00614094
3878000 -0.00281158    -0.00499489 -0.000692839
3879000 0.0033205    0.00249865 -0.00863888
3880000 -0.000890037    0.00373972 -0.00386784
3881000 -0.000261138    -0.00609856 0.00560079
3882000 0.0018634    -0.00515344 0.0155573
3883000 -0.00165564    0.001659 -0.00266784
3884000 -0.00171033    0.00318554 0.0145627
3885000 0.00174005    -0.00489073 0.0190032
3886000 -0.000430646    0.00178992 0.00320504
3887000 -0.000936232    0.00232146 0.00892336
3888000 -0.000681206    -0.00927152 0.01562
3889000 -8.87349e-05    -0.00526305 0.0147916
3890000 0.00146142    0.00334893 0.00543896
3891000 -0.00161908    0.00971254 -0.00214573
3892000 -0.000760046    0.00302629 0.00508137
3893000 0.00165309    -0.00222118 -0.00146789
3894000 0.000132991    -0.000508958 -0.00293288
3895000 -0.000927982    0.00459503 0.0212452
3896000 0.00173325    -0.000563621 0.030538
3897000 0.000564588    0.0010427 -0.0023854
3898000 -0.00187141    0.000254343 0.00514562
3899000 0.000183414    -0.0018638 0.00025837
3900000 0.000745949    0.00274893 -0.0027947
3901000 -0.00130236    -0.0028509 0.0249958
3902000 0.00201973    -0.00790505 0.0166847
3903000 -0.00192373    0.00113394 0.00897305
3904000 -0.0021488    -0.0026602 0.00747926
3905000 -0.00183396    -0.00299411 0.0215128
3906000 0.00610961    -0.000647913 0.0166713
3907000 0.00152821    -0.000473614 0.00411408
3908000 -0.000570051    0.00335608 -0.00176278
3909000 -0.000424673    -0.00271246 -0.00216168
3910000 0.0029784    0.000360383 0.00746301
3911000 -0.00473995    -0.00253278 0.0232527
3912000 0.00266981    0.000607405 -0.000347726
3913000 0.00261105    -0.000812688 0.00799581
3914000 0.000165566    0.00106896 0.028248
3915000 0.00234127    -0.000693051 0.00659627
3916000 -0.0110435    0.000341334 0.0178274
3917000 0.00449959    -0.00148833 0.0167753
3918000 0.00973753    -7.00465e-05 0.0199516
3919000 0.00146847    -0.000263058 0.00540145
3920000 -0.00379692    -0.00075694 0.0205559
3921000 0.00520771    -0.00499807 0.0179296
3922000 0.0198948    0.000619022 -0.00319573
3923000 0.00100378    0.00189562 0.0114375
3924000 -0.00420879    0.000570922 0.0142123
3925000 -0.00354614    -0.000769161 -0.00185703
3926000 0.0184321    -0.000833305 0.00129628
3927000 0.00681598    0.000999815 -0.00526962
3928000 0.0273965    -0.0018396 0.000328271
3929000 0.00955119    -0.00384203 -0.00288082
3930000 0.00741659    0.00323111 0.00319939
3931000 -0.011164    9.23661e-05 0.00191547
3932000 -0.00374919    0.00359686 0.00064556
3933000 0.024266    0.00267134 -0.00225407
3934000 -0.0108325    0.0287649 -0.00114026
3935000 0.00101608    0.00185007 -0.000441661
3936000 0.00645755    0.00816479 -0.00653222
3937000 -0.000360141    0.00219492 0.0012561
3938000 0.00880858    0.0075008 0.000293721
3939000 0.0180318    0.00376025 -0.00688778
3940000 0.01424    -0.00107257 -0.00369443
3941000 0.0225207    0.0109997 -0.000433488
3942000 0.0119525    0.00785922 0.000673912
3943000 0.00379936    -0.0130092 -0.000942176
3944000 -0.00552146    0.00539352 0.012409
3945000 0.0166079    -0.000277276 0.00604282
3946000 0.0180278    0.00388995 -0.00367033
3947000 0.00939439    0.00332125 -0.00227363
3948000 0.00600699    0.00071272 -0.00094385
3949000 0.0131735    0.013934 0.00771331
3950000 0.0115097    -0.00285218 0.00368329
3951000 0.0219173    0.0341353 -6.05374e-05
3952000 0.00636158    0.0229485 -0.00383088
3953000 0.0136406    0.00111124 -0.00228503
3954000 0.00101714    0.000662932 -0.0023323
3955000 0.00715331    0.0131326 -0.000605472
3956000 0.00265156    0.00290521 -0.00794136
3957000 0.00136825    0.0129141 0.00368764
3958000 -0.00329303    0.0110676 0.00327039
3959000 -0.000736802    0.0237985 0.00102895
3960000 0.00595522    -0.00451905 0.0030588
3961000 0.00338609    -0.000176029 -0.00631933
3962000 0.00401156    0.0141682 0.00240847
3963000 0.0187889    0.00136095 0.00478844
3964000 0.0258686    0.00245863 0.00280174
3965000 0.0163325    0.00838367 0.0123664
3966000 0.00651291    0.0205546 0.0148873
3967000 0.0289493    0.011469 0.0222697
3968000 0.0110048    0.00557109 0.00987931
3969000 0.0197595    -0.000517079 0.0105874
3970000 0.000204624    0.0152278 0.0103329
3971000 0.0141355    0.00973528 -0.000653266
3972000 0.0102403    -0.00577317 0.0127438
3973000 0.00961753    0.0175148 0.0134833
3974000 0.00146829    0.0128 -0.00991005
3975000 0.0181128    -0.00400743 0.0169641
3976000 0.000748286    -0.00283324 0.00201361
